neighborhood,category,class_name,severity,confidence,lat,lon,source_image
La Jolla,Wealthier,Longitudinal Crack,Light,0.277,32.830638,-117.273873,img_0032_N_32-830638_-117-273873_jpg.rf.09489ddd0136aa8f75ad001b86e2a8be.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.252,32.830638,-117.273873,img_0032_N_32-830638_-117-273873_jpg.rf.09489ddd0136aa8f75ad001b86e2a8be.jpg
City Heights,Underserved,Pothole,Severe,0.383,32.743538,-117.107928,img_0033_E_32-743538_-117-107928_jpg.rf.595869a749f704a6393f66627ba239e8.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.614,32.792638,-116.965929,img_0033_E_32-792638_-116-965929_jpg.rf.e35885f6f038c0e6aef354569bcaf611.jpg
El Cajon,Underserved,Transverse Crack,Light,0.436,32.792638,-116.965929,img_0033_E_32-792638_-116-965929_jpg.rf.e35885f6f038c0e6aef354569bcaf611.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.411,32.792638,-116.965929,img_0033_E_32-792638_-116-965929_jpg.rf.e35885f6f038c0e6aef354569bcaf611.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.347,32.792638,-116.965929,img_0033_E_32-792638_-116-965929_jpg.rf.e35885f6f038c0e6aef354569bcaf611.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.298,32.792638,-116.965929,img_0033_E_32-792638_-116-965929_jpg.rf.e35885f6f038c0e6aef354569bcaf611.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.671,32.830638,-117.273873,img_0033_E_32-830638_-117-273873_jpg.rf.50bebaada7ac9b62597d0296462b5abc.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.37,32.830638,-117.273873,img_0033_E_32-830638_-117-273873_jpg.rf.50bebaada7ac9b62597d0296462b5abc.jpg
El Cajon,Underserved,Pothole,Severe,0.284,32.792638,-116.965929,img_0034_S_32-792638_-116-965929_jpg.rf.8225d738a9a5666bf8d4e2fec5a54f20.jpg
El Cajon,Underserved,Side_Walk,N/A,0.264,32.792638,-116.965929,img_0034_S_32-792638_-116-965929_jpg.rf.8225d738a9a5666bf8d4e2fec5a54f20.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.518,32.830638,-117.273873,img_0034_S_32-830638_-117-273873_jpg.rf.6fef23b52ab76a23aaf5ee107cd08e8c.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.385,32.830638,-117.273873,img_0034_S_32-830638_-117-273873_jpg.rf.6fef23b52ab76a23aaf5ee107cd08e8c.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.464,32.792638,-116.965929,img_0035_W_32-792638_-116-965929_jpg.rf.8b954c83b1b49a2821677762942b0d98.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.257,32.792638,-116.965929,img_0035_W_32-792638_-116-965929_jpg.rf.8b954c83b1b49a2821677762942b0d98.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.257,32.830638,-117.273873,img_0035_W_32-830638_-117-273873_jpg.rf.b8868af28eff0d02f625ed812354fefb.jpg
City Heights,Underserved,Alligator Crack,Severe,0.521,32.743538,-117.107071,img_0036_N_32-743538_-117-107071_jpg.rf.5f42c427dec0fdf9bd6ed05cf58f5ea7.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.324,32.743538,-117.107071,img_0036_N_32-743538_-117-107071_jpg.rf.5f42c427dec0fdf9bd6ed05cf58f5ea7.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.301,32.830638,-117.273015,img_0036_N_32-830638_-117-273015_jpg.rf.beea619c04c844e5afd57669edcb13aa.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.489,32.792638,-116.965072,img_0037_E_32-792638_-116-965072_jpg.rf.158a0ab2cec914a5b342326d0e04c56d.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.447,32.792638,-116.965072,img_0037_E_32-792638_-116-965072_jpg.rf.158a0ab2cec914a5b342326d0e04c56d.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.399,32.792638,-116.965072,img_0037_E_32-792638_-116-965072_jpg.rf.158a0ab2cec914a5b342326d0e04c56d.jpg
El Cajon,Underserved,Transverse Crack,Light,0.385,32.792638,-116.965072,img_0037_E_32-792638_-116-965072_jpg.rf.158a0ab2cec914a5b342326d0e04c56d.jpg
El Cajon,Underserved,Pothole,Severe,0.301,32.792638,-116.965072,img_0037_E_32-792638_-116-965072_jpg.rf.158a0ab2cec914a5b342326d0e04c56d.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.266,32.830638,-117.273015,img_0037_E_32-830638_-117-273015_jpg.rf.d451fde8771b0e9701977ad800dd533f.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.513,32.699438,-117.141569,img_0038_S_32-699438_-117-141569_jpg.rf.ca81ec0671c5daab9748429c1bffc747.jpg
Barrio Logan,Underserved,Side_Walk,N/A,0.257,32.699438,-117.141569,img_0038_S_32-699438_-117-141569_jpg.rf.ca81ec0671c5daab9748429c1bffc747.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.315,32.699438,-117.141569,img_0039_W_32-699438_-117-141569_jpg.rf.85fd79b1c7cd0c8862bf683a6e289210.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.359,32.792638,-116.965072,img_0039_W_32-792638_-116-965072_jpg.rf.e990a6e1b4bac64b8b2090612f67f6e7.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.324,32.792638,-116.965072,img_0039_W_32-792638_-116-965072_jpg.rf.e990a6e1b4bac64b8b2090612f67f6e7.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.29,32.792638,-116.965072,img_0039_W_32-792638_-116-965072_jpg.rf.e990a6e1b4bac64b8b2090612f67f6e7.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.3,32.830638,-117.273015,img_0039_W_32-830638_-117-273015_jpg.rf.77c1470533be646881b90b64c0f0c295.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.49,32.792638,-116.964215,img_0040_N_32-792638_-116-964215_jpg.rf.20b4c0ced6c479ec2b3a93ab2a8125eb.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.407,32.792638,-116.964215,img_0040_N_32-792638_-116-964215_jpg.rf.20b4c0ced6c479ec2b3a93ab2a8125eb.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.48,32.830638,-117.272158,img_0041_E_32-830638_-117-272158_jpg.rf.422998cc1e40cb442df362e54691ba94.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.393,32.830638,-117.272158,img_0041_E_32-830638_-117-272158_jpg.rf.422998cc1e40cb442df362e54691ba94.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.324,32.830638,-117.272158,img_0041_E_32-830638_-117-272158_jpg.rf.422998cc1e40cb442df362e54691ba94.jpg
Barrio Logan,Underserved,Pothole,Severe,0.595,32.699438,-117.140713,img_0042_S_32-699438_-117-140713_jpg.rf.e7d17db3bd5b20d7f988a85be939713f.jpg
Barrio Logan,Underserved,Pothole,Severe,0.335,32.699438,-117.140713,img_0042_S_32-699438_-117-140713_jpg.rf.e7d17db3bd5b20d7f988a85be939713f.jpg
City Heights,Underserved,Transverse Crack,Light,0.278,32.743538,-117.106214,img_0042_S_32-743538_-117-106214_jpg.rf.0310cfef5409bdf061cff63afba5f438.jpg
City Heights,Underserved,Pothole,Severe,0.254,32.743538,-117.106214,img_0042_S_32-743538_-117-106214_jpg.rf.0310cfef5409bdf061cff63afba5f438.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.644,32.792638,-116.964215,img_0042_S_32-792638_-116-964215_jpg.rf.fccb8dd7f9862158b6391ce460635005.jpg
La Jolla,Wealthier,Pothole,Severe,0.464,32.830638,-117.272158,img_0043_W_32-830638_-117-272158_jpg.rf.36230c54575b713da9309e572b07edc3.jpg
El Cajon,Underserved,Side_Walk,N/A,0.296,32.792638,-116.963357,img_0044_N_32-792638_-116-963357_jpg.rf.3734b658bfdf6cd2caa261c1d9e48231.jpg
El Cajon,Underserved,Side_Walk,N/A,0.278,32.792638,-116.963357,img_0044_N_32-792638_-116-963357_jpg.rf.3734b658bfdf6cd2caa261c1d9e48231.jpg
El Cajon,Underserved,Side_Walk,N/A,0.251,32.792638,-116.963357,img_0044_N_32-792638_-116-963357_jpg.rf.3734b658bfdf6cd2caa261c1d9e48231.jpg
El Cajon,Underserved,Transverse Crack,Light,0.301,32.792638,-116.963357,img_0045_E_32-792638_-116-963357_jpg.rf.5ed7be234dbd47eb26885196ba0d7214.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.43,32.743538,-117.105357,img_0046_S_32-743538_-117-105357_jpg.rf.8f1d477fb2b342f11c008bf95a978fe2.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.458,32.830638,-117.2713,img_0046_S_32-830638_-117-2713_jpg.rf.0db8919691bb6e502050a36f945b3e46.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.445,32.830638,-117.2713,img_0046_S_32-830638_-117-2713_jpg.rf.0db8919691bb6e502050a36f945b3e46.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.265,32.830638,-117.2713,img_0046_S_32-830638_-117-2713_jpg.rf.0db8919691bb6e502050a36f945b3e46.jpg
El Cajon,Underserved,Pothole,Severe,0.534,32.792638,-116.963357,img_0047_W_32-792638_-116-963357_jpg.rf.803bbb943cee881db6a5b5f1807e7544.jpg
El Cajon,Underserved,Pothole,Severe,0.429,32.792638,-116.963357,img_0047_W_32-792638_-116-963357_jpg.rf.803bbb943cee881db6a5b5f1807e7544.jpg
El Cajon,Underserved,Pothole,Severe,0.318,32.792638,-116.963357,img_0047_W_32-792638_-116-963357_jpg.rf.803bbb943cee881db6a5b5f1807e7544.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.25,32.830638,-117.2713,img_0047_W_32-830638_-117-2713_jpg.rf.70fa9d9c203af8f1a43efd530f8ad548.jpg
City Heights,Underserved,Transverse Crack,Light,0.485,32.743538,-117.1045,img_0048_N_32-743538_-117-1045_jpg.rf.af2cbe14265f3a97f9f339ff92d26d50.jpg
City Heights,Underserved,Transverse Crack,Light,0.287,32.743538,-117.1045,img_0048_N_32-743538_-117-1045_jpg.rf.af2cbe14265f3a97f9f339ff92d26d50.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.272,32.743538,-117.1045,img_0048_N_32-743538_-117-1045_jpg.rf.af2cbe14265f3a97f9f339ff92d26d50.jpg
Barrio Logan,Underserved,Transverse Crack,Light,0.51,32.699438,-117.139,img_0049_E_32-699438_-117-139_jpg.rf.801ef681b58859a14ef0079ec25649ea.jpg
Barrio Logan,Underserved,Pothole,Severe,0.251,32.699438,-117.139,img_0049_E_32-699438_-117-139_jpg.rf.801ef681b58859a14ef0079ec25649ea.jpg
City Heights,Underserved,Transverse Crack,Light,0.337,32.743538,-117.1045,img_0049_E_32-743538_-117-1045_jpg.rf.67fb82e9a9f9d2e5f41dbc328165c004.jpg
City Heights,Underserved,Transverse Crack,Light,0.279,32.743538,-117.1045,img_0049_E_32-743538_-117-1045_jpg.rf.67fb82e9a9f9d2e5f41dbc328165c004.jpg
El Cajon,Underserved,Transverse Crack,Light,0.314,32.792638,-116.9625,img_0049_E_32-792638_-116-9625_jpg.rf.3c12b819107e34d68d4840fbb13bd677.jpg
El Cajon,Underserved,Transverse Crack,Light,0.263,32.792638,-116.9625,img_0049_E_32-792638_-116-9625_jpg.rf.3c12b819107e34d68d4840fbb13bd677.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.572,32.743538,-117.1045,img_0050_S_32-743538_-117-1045_jpg.rf.b349cdd1a9b489d00ef4ffbb77f7ab51.jpg
City Heights,Underserved,Transverse Crack,Light,0.466,32.743538,-117.1045,img_0050_S_32-743538_-117-1045_jpg.rf.b349cdd1a9b489d00ef4ffbb77f7ab51.jpg
City Heights,Underserved,Transverse Crack,Light,0.44,32.743538,-117.1045,img_0050_S_32-743538_-117-1045_jpg.rf.b349cdd1a9b489d00ef4ffbb77f7ab51.jpg
El Cajon,Underserved,Pothole,Severe,0.488,32.792638,-116.9625,img_0050_S_32-792638_-116-9625_jpg.rf.a6c2a8cffbffa3cafc7b10114d09479a.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.298,32.792638,-116.9625,img_0050_S_32-792638_-116-9625_jpg.rf.a6c2a8cffbffa3cafc7b10114d09479a.jpg
La Jolla,Wealthier,Pothole,Severe,0.382,32.830638,-117.270442,img_0050_S_32-830638_-117-270442_jpg.rf.fa91baac30ba6cca9313f039492a6b2b.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.599,32.743538,-117.1045,img_0051_W_32-743538_-117-1045_jpg.rf.d0ea21505695f80221d1f19c9140683a.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.39,32.830638,-117.270442,img_0051_W_32-830638_-117-270442_jpg.rf.4a6607d34963408718c0fbc6fad6888d.jpg
La Jolla,Wealthier,Pothole,Severe,0.322,32.830638,-117.270442,img_0051_W_32-830638_-117-270442_jpg.rf.4a6607d34963408718c0fbc6fad6888d.jpg
City Heights,Underserved,Pothole,Severe,0.531,32.743538,-117.103643,img_0052_N_32-743538_-117-103643_jpg.rf.e6bfe25739e737fcd69da7886d51943c.jpg
City Heights,Underserved,Pothole,Severe,0.369,32.743538,-117.103643,img_0052_N_32-743538_-117-103643_jpg.rf.e6bfe25739e737fcd69da7886d51943c.jpg
City Heights,Underserved,Pothole,Severe,0.298,32.743538,-117.103643,img_0052_N_32-743538_-117-103643_jpg.rf.e6bfe25739e737fcd69da7886d51943c.jpg
El Cajon,Underserved,Pothole,Severe,0.266,32.792638,-116.961643,img_0052_N_32-792638_-116-961643_jpg.rf.cf19f2a42dec0f7f7a3e4990f44b14f5.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.874,32.792638,-116.961643,img_0053_E_32-792638_-116-961643_jpg.rf.2331ea49fd4260d625eae873822053ed.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.421,32.792638,-116.961643,img_0053_E_32-792638_-116-961643_jpg.rf.2331ea49fd4260d625eae873822053ed.jpg
El Cajon,Underserved,Transverse Crack,Light,0.376,32.792638,-116.961643,img_0053_E_32-792638_-116-961643_jpg.rf.2331ea49fd4260d625eae873822053ed.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.278,32.792638,-116.961643,img_0053_E_32-792638_-116-961643_jpg.rf.2331ea49fd4260d625eae873822053ed.jpg
City Heights,Underserved,Pothole,Severe,0.396,32.743538,-117.103643,img_0054_S_32-743538_-117-103643_jpg.rf.c0eae3405d9a0b705ea39637b180fb90.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.392,32.792638,-116.961643,img_0054_S_32-792638_-116-961643_jpg.rf.92b450ac83c9d6511a71784c7a5e367d.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.314,32.830638,-117.269585,img_0054_S_32-830638_-117-269585_jpg.rf.60fa5555eec86bda8622a26db982b8a7.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.258,32.830638,-117.269585,img_0054_S_32-830638_-117-269585_jpg.rf.60fa5555eec86bda8622a26db982b8a7.jpg
Barrio Logan,Underserved,Transverse Crack,Light,0.258,32.699438,-117.138144,img_0055_W_32-699438_-117-138144_jpg.rf.f656aacaac857331e8e3eaacf2f60298.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.714,32.792638,-116.961643,img_0055_W_32-792638_-116-961643_jpg.rf.6f5f0e0212d00ee59909dba4c11b012e.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.318,32.792638,-116.961643,img_0055_W_32-792638_-116-961643_jpg.rf.6f5f0e0212d00ee59909dba4c11b012e.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.295,32.792638,-116.961643,img_0055_W_32-792638_-116-961643_jpg.rf.6f5f0e0212d00ee59909dba4c11b012e.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.319,32.830638,-117.269585,img_0055_W_32-830638_-117-269585_jpg.rf.5f3ae06c5d54731a94e17b167f04c947.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.253,32.830638,-117.269585,img_0055_W_32-830638_-117-269585_jpg.rf.5f3ae06c5d54731a94e17b167f04c947.jpg
Barrio Logan,Underserved,Transverse Crack,Light,0.286,32.699438,-117.137287,img_0056_N_32-699438_-117-137287_jpg.rf.0f7c8a6e26e8261d3e873968300007c5.jpg
El Cajon,Underserved,Side_Walk,N/A,0.297,32.792638,-116.960785,img_0056_N_32-792638_-116-960785_jpg.rf.913f39d0a5c4fe4d3ce70c024c63a201.jpg
El Cajon,Underserved,Side_Walk,N/A,0.273,32.792638,-116.960785,img_0056_N_32-792638_-116-960785_jpg.rf.913f39d0a5c4fe4d3ce70c024c63a201.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.519,32.830638,-117.268727,img_0056_N_32-830638_-117-268727_jpg.rf.87f7fc5dc048aab08d08d47a79aa561f.jpg
Barrio Logan,Underserved,Transverse Crack,Light,0.515,32.699438,-117.137287,img_0057_E_32-699438_-117-137287_jpg.rf.878e95c61077c6b890f846b5d865f6e4.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.259,32.699438,-117.137287,img_0057_E_32-699438_-117-137287_jpg.rf.878e95c61077c6b890f846b5d865f6e4.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.255,32.699438,-117.137287,img_0057_E_32-699438_-117-137287_jpg.rf.878e95c61077c6b890f846b5d865f6e4.jpg
City Heights,Underserved,Pothole,Severe,0.425,32.743538,-117.102786,img_0057_E_32-743538_-117-102786_jpg.rf.70d407e8df00a853f95092d8474eb430.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.745,32.792638,-116.960785,img_0057_E_32-792638_-116-960785_jpg.rf.3ab74731b069fca0321a831277c42867.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.485,32.792638,-116.960785,img_0057_E_32-792638_-116-960785_jpg.rf.3ab74731b069fca0321a831277c42867.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.401,32.792638,-116.960785,img_0057_E_32-792638_-116-960785_jpg.rf.3ab74731b069fca0321a831277c42867.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.733,32.699438,-117.137287,img_0058_S_32-699438_-117-137287_jpg.rf.6a848346a0fb01935dfee3c5374e0760.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.377,32.699438,-117.137287,img_0058_S_32-699438_-117-137287_jpg.rf.6a848346a0fb01935dfee3c5374e0760.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.372,32.699438,-117.137287,img_0058_S_32-699438_-117-137287_jpg.rf.6a848346a0fb01935dfee3c5374e0760.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.317,32.699438,-117.137287,img_0058_S_32-699438_-117-137287_jpg.rf.6a848346a0fb01935dfee3c5374e0760.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.296,32.699438,-117.137287,img_0058_S_32-699438_-117-137287_jpg.rf.6a848346a0fb01935dfee3c5374e0760.jpg
City Heights,Underserved,Pothole,Severe,0.452,32.743538,-117.102786,img_0058_S_32-743538_-117-102786_jpg.rf.f5965c8fd3233dc4f09b97ba517e8201.jpg
City Heights,Underserved,Pothole,Severe,0.334,32.743538,-117.102786,img_0058_S_32-743538_-117-102786_jpg.rf.f5965c8fd3233dc4f09b97ba517e8201.jpg
City Heights,Underserved,Pothole,Severe,0.265,32.743538,-117.102786,img_0058_S_32-743538_-117-102786_jpg.rf.f5965c8fd3233dc4f09b97ba517e8201.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.392,32.792638,-116.960785,img_0058_S_32-792638_-116-960785_jpg.rf.599d11b9d1c23e632c16ffc21ff78ce6.jpg
El Cajon,Underserved,Side_Walk,N/A,0.362,32.792638,-116.960785,img_0058_S_32-792638_-116-960785_jpg.rf.599d11b9d1c23e632c16ffc21ff78ce6.jpg
Barrio Logan,Underserved,Transverse Crack,Light,0.292,32.699438,-117.137287,img_0059_W_32-699438_-117-137287_jpg.rf.c85cef588d94a507dfa937907ccb2a44.jpg
Barrio Logan,Underserved,Transverse Crack,Light,0.274,32.699438,-117.137287,img_0059_W_32-699438_-117-137287_jpg.rf.c85cef588d94a507dfa937907ccb2a44.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.252,32.699438,-117.137287,img_0059_W_32-699438_-117-137287_jpg.rf.c85cef588d94a507dfa937907ccb2a44.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.727,32.792638,-116.960785,img_0059_W_32-792638_-116-960785_jpg.rf.cb40ab681c31780d3634d9c4122b5659.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.521,32.792638,-116.960785,img_0059_W_32-792638_-116-960785_jpg.rf.cb40ab681c31780d3634d9c4122b5659.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.725,32.792638,-116.959928,img_0060_N_32-792638_-116-959928_jpg.rf.c91a0a55f2094c347e8774173ffa7c1c.jpg
City Heights,Underserved,Transverse Crack,Light,0.366,32.743538,-117.101929,img_0061_E_32-743538_-117-101929_jpg.rf.0708983559419c8303ddab906ab7400c.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.56,32.792638,-116.959928,img_0061_E_32-792638_-116-959928_jpg.rf.13a9804971de271724f5d6f54244f26c.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.547,32.792638,-116.959928,img_0061_E_32-792638_-116-959928_jpg.rf.13a9804971de271724f5d6f54244f26c.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.453,32.792638,-116.959928,img_0061_E_32-792638_-116-959928_jpg.rf.13a9804971de271724f5d6f54244f26c.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.345,32.831359,-117.274731,img_0061_E_32-831359_-117-274731_jpg.rf.4fcc6ceee085a78fb444d4f96950e6be.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.28,32.743538,-117.101929,img_0062_S_32-743538_-117-101929_jpg.rf.6c2492ef3c58939850a3f7bbf209c313.jpg
El Cajon,Underserved,Transverse Crack,Light,0.405,32.792638,-116.959928,img_0062_S_32-792638_-116-959928_jpg.rf.7c2052062bfc4ccd01412402f88262aa.jpg
El Cajon,Underserved,Transverse Crack,Light,0.303,32.792638,-116.959928,img_0062_S_32-792638_-116-959928_jpg.rf.7c2052062bfc4ccd01412402f88262aa.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.301,32.792638,-116.959928,img_0062_S_32-792638_-116-959928_jpg.rf.7c2052062bfc4ccd01412402f88262aa.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.275,32.792638,-116.959928,img_0062_S_32-792638_-116-959928_jpg.rf.7c2052062bfc4ccd01412402f88262aa.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.252,32.792638,-116.959928,img_0062_S_32-792638_-116-959928_jpg.rf.7c2052062bfc4ccd01412402f88262aa.jpg
City Heights,Underserved,Pothole,Severe,0.256,32.743538,-117.101929,img_0063_W_32-743538_-117-101929_jpg.rf.0fb57e14df8a0f1419ed2a4cc36a52c1.jpg
El Cajon,Underserved,Transverse Crack,Light,0.377,32.792638,-116.959928,img_0063_W_32-792638_-116-959928_jpg.rf.3f75e130222bbd54f3efa04d6e841a61.jpg
La Jolla,Wealthier,Pothole,Severe,0.664,32.831359,-117.274731,img_0063_W_32-831359_-117-274731_jpg.rf.45a9309d5c8c59af880b3f5764e67800.jpg
La Jolla,Wealthier,Pothole,Severe,0.412,32.831359,-117.274731,img_0063_W_32-831359_-117-274731_jpg.rf.45a9309d5c8c59af880b3f5764e67800.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.305,32.831359,-117.274731,img_0063_W_32-831359_-117-274731_jpg.rf.45a9309d5c8c59af880b3f5764e67800.jpg
La Jolla,Wealthier,Pothole,Severe,0.266,32.831359,-117.274731,img_0063_W_32-831359_-117-274731_jpg.rf.45a9309d5c8c59af880b3f5764e67800.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.548,32.744259,-117.107928,img_0064_N_32-744259_-117-107928_jpg.rf.aaceb9db59bb222beeb0ab9439b995f8.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.38,32.793359,-116.965929,img_0064_N_32-793359_-116-965929_jpg.rf.b9c434ae14dcf8a9e22f35c5d855278a.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.326,32.793359,-116.965929,img_0064_N_32-793359_-116-965929_jpg.rf.b9c434ae14dcf8a9e22f35c5d855278a.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.291,32.793359,-116.965929,img_0064_N_32-793359_-116-965929_jpg.rf.b9c434ae14dcf8a9e22f35c5d855278a.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.261,32.793359,-116.965929,img_0064_N_32-793359_-116-965929_jpg.rf.b9c434ae14dcf8a9e22f35c5d855278a.jpg
City Heights,Underserved,Transverse Crack,Light,0.73,32.744259,-117.107928,img_0065_E_32-744259_-117-107928_jpg.rf.e60f6283de4393924adab59c84fb4625.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.717,32.744259,-117.107928,img_0065_E_32-744259_-117-107928_jpg.rf.e60f6283de4393924adab59c84fb4625.jpg
City Heights,Underserved,Transverse Crack,Light,0.432,32.744259,-117.107928,img_0065_E_32-744259_-117-107928_jpg.rf.e60f6283de4393924adab59c84fb4625.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.405,32.744259,-117.107928,img_0065_E_32-744259_-117-107928_jpg.rf.e60f6283de4393924adab59c84fb4625.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.272,32.744259,-117.107928,img_0065_E_32-744259_-117-107928_jpg.rf.e60f6283de4393924adab59c84fb4625.jpg
City Heights,Underserved,Transverse Crack,Light,0.255,32.744259,-117.107928,img_0065_E_32-744259_-117-107928_jpg.rf.e60f6283de4393924adab59c84fb4625.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.255,32.744259,-117.107928,img_0065_E_32-744259_-117-107928_jpg.rf.e60f6283de4393924adab59c84fb4625.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.697,32.831359,-117.273873,img_0065_E_32-831359_-117-273873_jpg.rf.7f604b38119029db2ddf656aabe2b0c8.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.404,32.700159,-117.142426,img_0066_S_32-700159_-117-142426_jpg.rf.18165292c7ef5a902568faf4d89e9aa3.jpg
City Heights,Underserved,Transverse Crack,Light,0.507,32.744259,-117.107928,img_0066_S_32-744259_-117-107928_jpg.rf.2ba01fbe76fe96168a39d5b72a5fb20a.jpg
City Heights,Underserved,Transverse Crack,Light,0.418,32.744259,-117.107928,img_0066_S_32-744259_-117-107928_jpg.rf.2ba01fbe76fe96168a39d5b72a5fb20a.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.306,32.744259,-117.107928,img_0066_S_32-744259_-117-107928_jpg.rf.2ba01fbe76fe96168a39d5b72a5fb20a.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.475,32.793359,-116.965929,img_0066_S_32-793359_-116-965929_jpg.rf.8025cfbf4c7adc51084f9df5ad339894.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.27,32.831359,-117.273873,img_0066_S_32-831359_-117-273873_jpg.rf.111970e2790605ea5e9b43044cd1b2ff.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.718,32.700159,-117.142426,img_0067_W_32-700159_-117-142426_jpg.rf.a46a6733e9adce27e6af8d27861addd4.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.535,32.744259,-117.107928,img_0067_W_32-744259_-117-107928_jpg.rf.003e66261a8c72e67d5dbdcf0df45292.jpg
