neighborhood,category,class_name,severity,confidence,lat,lon,source_image
Encanto,Underserved,Pothole,Severe,0.352,32.7162,-117.075,img_0240_N_32-7162_-117-075_jpg.rf.8a2b040451f81a92d003d11722ac229e.jpg
Encanto,Underserved,Alligator Crack,Severe,0.281,32.7162,-117.075,img_0240_N_32-7162_-117-075_jpg.rf.8a2b040451f81a92d003d11722ac229e.jpg
Encanto,Underserved,Alligator Crack,Severe,0.446,32.7162,-117.075,img_0241_E_32-7162_-117-075_jpg.rf.324f8155540b38da7369b594708d003e.jpg
Encanto,Underserved,Pothole,Severe,0.389,32.7162,-117.075,img_0241_E_32-7162_-117-075_jpg.rf.324f8155540b38da7369b594708d003e.jpg
Encanto,Underserved,Alligator Crack,Severe,0.373,32.7162,-117.075,img_0241_E_32-7162_-117-075_jpg.rf.324f8155540b38da7369b594708d003e.jpg
Encanto,Underserved,Alligator Crack,Severe,0.345,32.7162,-117.075,img_0242_S_32-7162_-117-075_jpg.rf.2e4335a80d828597a897dfae1a8c96bf.jpg
Encanto,Underserved,Alligator Crack,Severe,0.776,32.7109,-117.0585,img_0291_W_32-7109_-117-0585_jpg.rf.e8cead989198416e9f15f2d6b1d69711.jpg
Encanto,Underserved,Alligator Crack,Severe,0.734,32.7109,-117.0585,img_0291_W_32-7109_-117-0585_jpg.rf.e8cead989198416e9f15f2d6b1d69711.jpg
Encanto,Underserved,Transverse Crack,Light,0.292,32.7109,-117.0585,img_0291_W_32-7109_-117-0585_jpg.rf.e8cead989198416e9f15f2d6b1d69711.jpg
Encanto,Underserved,Transverse Crack,Light,0.288,32.7109,-117.0585,img_0291_W_32-7109_-117-0585_jpg.rf.e8cead989198416e9f15f2d6b1d69711.jpg
Encanto,Underserved,Alligator Crack,Severe,0.756,32.7118,-117.0513,img_0293_E_32-7118_-117-0513_jpg.rf.a41c4f1057a9b22bd86685309896116a.jpg
Encanto,Underserved,Longitudinal Crack,Light,0.51,32.7118,-117.0513,img_0293_E_32-7118_-117-0513_jpg.rf.a41c4f1057a9b22bd86685309896116a.jpg
Encanto,Underserved,Transverse Crack,Light,0.598,32.7118,-117.0513,img_0295_W_32-7118_-117-0513_jpg.rf.abec984303d34568481e2cf106b2f013.jpg
Encanto,Underserved,Alligator Crack,Severe,0.3,32.7118,-117.0513,img_0295_W_32-7118_-117-0513_jpg.rf.abec984303d34568481e2cf106b2f013.jpg
Encanto,Underserved,Transverse Crack,Light,0.598,32.7119,-117.0508,img_0297_E_32-7119_-117-0508_jpg.rf.46d45926e24a3b271c6a30b4f83f75e1.jpg
Encanto,Underserved,Alligator Crack,Severe,0.358,32.7119,-117.0508,img_0297_E_32-7119_-117-0508_jpg.rf.46d45926e24a3b271c6a30b4f83f75e1.jpg
Encanto,Underserved,Pothole,Severe,0.356,32.7119,-117.0508,img_0297_E_32-7119_-117-0508_jpg.rf.46d45926e24a3b271c6a30b4f83f75e1.jpg
Encanto,Underserved,Alligator Crack,Severe,0.286,32.7119,-117.0508,img_0297_E_32-7119_-117-0508_jpg.rf.46d45926e24a3b271c6a30b4f83f75e1.jpg
Encanto,Underserved,Alligator Crack,Severe,0.699,32.7119,-117.0508,img_0299_W_32-7119_-117-0508_jpg.rf.6d564691901048b86bcc82c2e941ec49.jpg
Encanto,Underserved,Longitudinal Crack,Light,0.408,32.7119,-117.0508,img_0299_W_32-7119_-117-0508_jpg.rf.6d564691901048b86bcc82c2e941ec49.jpg
Encanto,Underserved,Longitudinal Crack,Light,0.326,32.7119,-117.0508,img_0299_W_32-7119_-117-0508_jpg.rf.6d564691901048b86bcc82c2e941ec49.jpg
Encanto,Underserved,Longitudinal Crack,Light,0.265,32.7119,-117.0508,img_0299_W_32-7119_-117-0508_jpg.rf.6d564691901048b86bcc82c2e941ec49.jpg
Encanto,Underserved,Pothole,Severe,0.67,32.7297,-117.0493,img_0306_S_32-7297_-117-0493_jpg.rf.713e35efab1e802be45d7ba514b15dc2.jpg
Encanto,Underserved,Alligator Crack,Severe,0.515,32.7006,-117.0624,img_0380_N_32-7006_-117-0624_jpg.rf.d4eb80ac7a3a4ca544f2fea5fdfe5d91.jpg
Encanto,Underserved,Longitudinal Crack,Light,0.412,32.7006,-117.0624,img_0380_N_32-7006_-117-0624_jpg.rf.d4eb80ac7a3a4ca544f2fea5fdfe5d91.jpg
